title,url
"IMPLEMENTING RULES AND REGULATIONS OF THE KONEKTADONG PINOY ACT (REPUBLIC ACT NO. 12334) ""AN ACT ESTABLISHING A COMPREHENSIVE AND INCLUSIVE DATA TRANSMISSION AND CONNECTIVITY FRAMEWORK FOR THE PHILIPPINES""",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/100702
"AN ACT BANNING AND DECLARING ILLEGAL OFFSHORE GAMING OPERATIONS IN THE PHILIPPINES AND OTHER OPERATIONS RELATED THERETO, REPEALING FOR THE PURPOSE REPUBLIC ACT NUMBERED ELEVEN THOUSAND FIVE HUNDRED NINETY. OTHERWISE KNOWN AS ""AN ACT TAXING PHILIPPINE OFFSHORE GAMING OPERATIONS"", AND FOR OTHER PURPOSES",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/100174
"AN ACT INSTITUTIONALIZING THE LIFELONG LEARNING DEVELOPMENT FRAMEWORK, BROADENING THE MANDATE OF THE PHILIPPINE QUALIFICATIONS FRAMEWORK - NATIONAL COORDINATING COUNCIL (PGQ - NCC), AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 10968, OTHERWISE KNOWN AS THE ""PQF ACT"", APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/100182
"AN ACT EXPANDING THE PHILIPPINE SCIENCE HIGH SCHOOL (PSHS) SYSTEM, FURTHER STRENGTHENING ITS GOVERNANCE AND MANAGEMENT, REPEALING FOR THE PURPOSE REPUBLIC ACT NO. 8496 OR THE ""PHILIPPINE SCIENCE HIGH SCHOOL SYSTEM ACT OF 1997"", AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99967
"AN ACT RENEWING FOR ANOTHER TWENTY-FIVE (25) YEARS THE FRANCHISE GRANTED TO INTERCONTINENTAL BROADCASTING CORPORATION UNDER REPUBLIC ACT NO. 8954, ENTITLED ""AN ACT GRANTING THE INTERCONTINENTAL BROADCASTING CORPORATION A FRANCHISE TO CONSTRUCT, INSTALL, ESTABLISH, OPERATE AND MAINTAIN RADIO AND TELEVISION BROADCASTING STATIONS IN THE PHILIPPINES",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99968
"AN ACT ENHANCING ANIMAL INDUSTRY DEVELOPMENT AND COMPETITIVENESS, STRENGTHENING THE BUREAU OF ANIMAL INDUSTRY, AND CREATING FOR THE PURPOSE THE ANIMAL COMPETITIVENESS ENHANCEMENT FUND",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99966
"AN ACT GRANTING FREE FUNERAL SERVICES TO POOR FAMILIES, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99943
"AN ACT PROVIDING FOR A COMPREHENSIVE LEGAL FRAMEWORK FOR NUCLEAR SAFETY, SECURITY, AND SAFEGUARDS IN THE PEACEFUL UTILIZATION OF NUCLEAR ENERGY IN THE PHILIPPINES, ESTABLISHING THE PHILIPPINE ATOMIC ENERGY REGULATORY AUTHORITY, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99921
"AN ACT PROVIDING FOR EQUITABLE ACCESS TO SHARI;AH COURTS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 9997, OTHERWISE KNOWN AS THE ""NATIONAL COMMISSION IN MUSLIM FILIPINOS ACT OF 2009""",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99894
"AN ACT GRANTING THE PAMPANGA RURAL ELECTRIC SERVICE COOPERATIVE (PRESCCO), INC. A FRANCHISE TO CONSTRUCT, INSTALL, ESTABLISH, OPERATE, OWN, MANAGE AND MAINTAIN A DISTRIBUTION SYSTEM FOR THE CONVEYANCE OF ELECTRIC POWER TO THE END-USERS IN THIRTY-FOUR (34) BARANGAYS IN THE MUNICIPALITIES OF MEXICO, ARAYAT, STA. ANA, AND MAGALANG, PROVINCE OF PAMPANGA",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99896
"AN ACT CREATING ELEVEN (11) ADDITIONAL BRANCHES OF THE MUNICIPAL TRIAL COURT IN THE CITIES IN THE ELEVENTH JUDICIAL REGION TO BE STATIONED IN THE CITY OF DAVAO, AND APPROPRIATING FUNDS THEREFOR, AMENDING FOR THE PURPOSE SECTION 29 OF BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS ""THE JUDICIARY REORGANIZATION ACT OF 1980"", AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99897
"AN ACT CONVERTING THE SULU STATE COLLEGE IN THE MUNICIPALITY OF JOLO, PROVINCE OF SULU, INTO A STATE UNIVERSITY TO BE KNOWN AS THE SULU STATE UNIVERSITY AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99867
"AN ACT CONVERTING THE BAAO COMMUNITY COLLEGE IN THE MUNICIPALITY OF BAAO, PROVINCE OF CAMARINES SUR INTO A STATE COLLEGE TO BE KNOWN AS THE RINCONADA STATE COLLEGE AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99860
"AN ACT CONVERTING THE J.H. CERILLES STATE COLLEGE LOCATED IN BARANGAY MATI, MUNICIPALITY OF SAN MIGUEL, PROVINCE OF ZAMBOANGA DEL SUR INTO A STATE UNIVERSITY TO BE KNOWN AS THE ZAMBOANGA DEL SUR STATE UNIVERSITY AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99864
"AN ACT ESTABLISHING THE BAYBAY CITY HIGH SCHOOL FOR SPORTS IN BAYBAY CITY, PROVINCE OF LEYTE, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99869
"AN ACT CONVERTING THE AURORA STATE COLLEGE OF TECHNOLOGY IN THE MUNICIPALITY OF BALER, PROVINCE OF AURORA INTO A STATE UNIVERSITY TO BE KNOWN AS THE AURORA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99876
AN ACT ESTABLISHING A STATE COLLEGE IN THE LONE DISTRICT OF THE PROVINCE OF DINAGAT ISLANDS AND APPROPRIATING FUNDS THEREFOR,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99884
"AN ACT ESTABLISHING A STATE COLLEGE IN THE MUNICIPALITY OF ALABEL, PROVINCE OF SARANGANI AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99886
"AN ACT ESTABLISHING A MECHANISM ON THE DECLARATION OF STATE OF IMMINENT DISASTER, PROVIDING THE CRITERIA FOR ITS DECLARATION AND LIFTING, ENABLING ANTICIPATORY MEASURES, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99824
AN ACT INSTITUTIONALIZING THE CAREER PROGRESSION SYSTEM FOR PUBLIC SCHOOL TEACHERS AND SCHOOL LEADERS AND APPROPRIATING FUNDS THEREFOR,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99832
"AN ACT CREATING ONE (1) ADDITIONAL BRANCH OF THE REGIONAL TRIAL COURT IN THE ELEVENTH JUDICIAL REGION TO BE STATIONED IN THE MUNICIPALITY OF SULOP, PROVINCE OF DAVAO DEL SUR, AND APPROPRIATING FUNDS THEREFOR, AMENDING FOR THE PURPOSE SECTION 14(L) OF BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS ""THE JUDICIARY REORGANIZATION ACT OF 1980"", AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99833
"AN ACT CREATING ONE (1) ADDITIONAL BRANCH OF THE REGIONAL TRIAL COURT IN THE TENTH JUDICIAL REGION TO BE STATIONED IN THE MUNICIPALITY OF MARAMAG, PROVINCE OF BUKIDNON, AND APPROPRIATING FUNDS THEREFOR, AMENDING FOR THE PURPOSE SECTION 14(K) OF BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS ""THE JUDICIARY REORGANIZATION ACT OF 1980"", AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99834
"AN ACT INSTITUTING REFORMS IN THE ACQUISITON OF RIGHT-OF-WAY FOR INFRASTRUCTURE PROJECTS BY THE NATIONAL GOVERNMENT AND BY PUBLIC SERVICE PROVIDERS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 10752, OTHERWISE KNOWN AS ""THE RIGHT-OF-WAY ACT""",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99855
"AN ACT UPGRADING THE QUIRINO PROVINCE MEDICAL CENTER IN THE MUNICIPALITY OF CABARROGUIS, PROVINCE OF QUIRINO, INTO A LEVEL III GENERAL HOSPITAL, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99858
"AN ACT DECLARING JUNE 17 OF EVERY YEAR A SPECIAL WORKING HOLIDAY IN THE MUNICIPALITY OF MAGSAYSAY, PROVINCE OF DAVAO DEL SUR, IN COMMEMORATION OF ITS FOUNDATION ANNIVERSARY",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99887
"AN ACT GRANTING THE AKLAN ELECTRIC COOPERATIVE (AKELCO), INC. A FRANCHISE TO CONSTRUCT, INSTALL, ESTABLISH, OPERATE, OWN, MANAGE AND MAINTAIN A DISTRIBUTION SYSTEM FOR THE CONVEYANCE OF ELECTRIC POWER TO THE END-USERS IN THE SEVENTEEN (17) MUNICIPALITIES OF THE PROVINCE OF AKLAN; THE MUNICIPALITIES OF PANDAN AND LIBERATED OF THE PROVINCE OF ANTIQUE; AND IN BARANGAY DAMAYAN, MUNICIPALITY OF SAPIAN, PROVINCE OF CAPIZ",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99889
"AN ACT GRANTING THE BENGUET ELECTRIC COOPERATIVE (BENECO), INC. A FRANCHISE TO CONSTRUCT, INSTALL, ESTABLISH, OPERATE, OWN, MANAGE AND MAINTAIN A DISTRIBUTION SYSTEM FOR THE CONVEYANCE OF ELECTRIC POWER TO THE END-USERS IN THE MUNICIPALITIES OF ATOK, BAKUN, BOKOD, BUGUIAS, ITOGON, KABAYAN, KAPANGAN, KIBUNGAN, LA TRINIDAD, MANKAYAN, SABLAN, TUBA, AND TUBLAY, PROVINCE OF BENGUET; AND IN BAGUIO CITY",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99892
"AN ACT ESTABLISHING A COLLABORATIVE AND COMPLEMENTARY RESEARCH ND DEVELOPMENT SYSTEM ON VIROLOGY AND VACCINE, CREATING FOR THE PURPOSE THE VIROLOGY AND VACCINE INSTITUTE OF THE PHILIPPINES, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99901
"AN ACT DECLARING OCTOBER 5 OF EVERY YEAR A SPECIAL WORKING HOLIDAY IN THE MUNICIPALITY OF STA. CRUZ, PROVINCE OF DAVAO DEL SUR, TO BE KNOWN AS ""ARAW NG STA. CRUZ"", IN COMMEMORATION OF ITS FOUNDATION ANNIVERSARY",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99771
"AN ACT CREATING ONE (1) ADDITIONAL BRANCH OF THE REGIONAL TRIAL COURT IN THE NINTH JUDICIAL REGION TO BE STATIONED IN THE MUNICIPALITY OF LABASON, PROVINCE OF ZAMBOANGA DEL NORTE, AND APPROPRIATING FUNDS THEREFOR, AMENDING FOR THE PURPOSE SECTION 14(J) OF BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS ""THE JUDICIARY REORGANIZATION ACT OF 1980"", AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99763
"AN ACT CREATING FOURTH (4) ADDITIONAL BRANCHES OF THE REGIONAL TRIAL COURT IN THE FOURTH JUDICIAL REGION, TWO (2) OF WHICH TO BE STATIONED IN THE MUNICIPALITY OF CORON, AND ONE (1) EACH TO BE STATIONED IN THE MUNICIPALITIES OF BROOKE'S POINT AND ROXAS, ALL IN THE PROVINCE OF PALAWAN, AND APPROPRIATING FUNDS THEREFOR, AMENDING FOR THE PURPOSE SECTION 14(E) OF BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS ""THE JUDICIARY REORGANIZATION ACT OF 1980"", AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99766
"AN ACT DECLARING JUNE 18 OF EVERY YEAR A SPECIAL WORKING HOLIDAY IN THE MUNICIPALITY OF KIBLAWAN, PROVINCE OF DAVAO DEL SUR, IN COMMEMORATION OF ITS FOUNDATION ANNIVERSARY",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99767
"AN ACT DECLARING MAY OF EVERY YEAR A SPECIAL WORKING HOLIDAY IN THE MUNICIPALITY OF MALALAG, PROVINCE OF DAVAO DEL SUR, TO BE KNOWN AS ""ARAW NG MALALAG"", IN COMMEMORATION OF ITS FOUNDATION ANNIVERSARY",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99768
"AN ACT DECLARING JUNE 22 OF EVERY YEAR A SPECIAL WORKING HOLIDAY IN THE MUNICIPALITY OF MATANAO, PROVINCE OF DAVAO DEL SUR, IN COMMEMORATION OF ITS FOUNDATION ANNIVERSARY",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99769
"AN ACT DECLARING JANUARY 16 OF EVERY YEAR A SPECIAL NON-WORKING HOLIDAY IN THE CITY OF NAVOTAS, IN COMMEMORATION OF ITS FOUNDATION ANNIVERSARY",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99770
"AN ACT DECLARING APRIL 24 OF EVERY YEAR A SPECIAL WORKING HOLIDAY IN THE MUNICIPALITY OF SULOP, PROVINCE OF DAVAO DEL SUR, TO BE KNOWN AS ""ARAW NG SULOP"", IN COMMEMORATION OF ITS FOUNDATION ANNIVERSARY",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99772
"AN ACT DECLARING APRIL 1 OF EVERY YEAR A SPECIAL WORKING HOLIDAY IN THE MUNICIPALITY OF STA. CRUZ, PROVINCE OF OCCIDENTAL MINDORO, TO BE KNOWN AS ""ARAW NG STA. CRUZ"", IN COMMEMORATION OF ITS FOUNDATION ANNIVERSARY",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99773
AN ACT DECLARING THE KUYAMIS FESTIVAL AS THE OFFICIAL FESTIVAL OF THE PROVINCE OF MISAMIS ORIENTAL,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99774
"AN ACT RENEWING FOR ANOTHER TWENTY-FIVE (25) YEARS THE FRANCHISE GRANTED TO PEC BROADCASTING CORPORATION UNDER REPUBLIC ACT NO. 8685, ENTITLED ""AN ACT GRANTING TO PEC BROADCASTING CORPORATION, A FRANCHISE TO CONSTRUCT, ESTABLISH, INSTALL, MAINTAIN AND OPERATE RADIO AND TELEVISION STATIONS IN THE PHILIPPINES""",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99805
"AN ACT GRANTING A FRANCHISE TO FIRST LAGUNA ELECTRIC COOPERATIVE, INC. (FLECO) TO CONSTRUCT, INSTALL, ESTABLISH, OPERATE, OWN, MANAGE, AND MAINTAIN DISTRIBUTION SYSTEMS FOR THE CONVEYANCE OF ELECTRIC POWER TO THE END-USERS IN THE MUNICIPALITIES OF CAVINTI, PAGSANJAN, LUMBAN, KALAYAAN, PAETE, PAKIL, PANGIL, SINOLOAN, FAMY, MABITAC, AND STA. MARIA, PROVINCE OF LAGUNA",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99810
"AN ACT GRANTING THE CAMARINES SUR IV ELECTRIC COOPERATIVE, INC. (CASURECO IV) A FRANCHISE TO CONSTRUCT, INSTALL, ESTABLISH, OPERATE, OWN, MANAGE AND MAINTAIN DISTRIBUTION SYSTEM FOR THE CONVEYANCE OF ELECTRIC POWER TO THE END-USERS IN THE MUNICIPALITIES OF OCAMPO, TIGAON, SAGÑAY, GOA, SAN JOSE, LAGONOY, PRESENTACION, GARCHITORENA, AND CARAMOAN, IN THE PROVINCE OF CAMARINES SUR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99808
AN ACT RENAMING BARANGAY NEW ALABANG VILLAGE IN THE CITY OF MUNTINLUPA AS BARANGAY AYALA ALABANG,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99816
"AN ACT CREATING A BARANGAY IN THE MUNICIPALITY OF NORZAGARAY, PROVINCE OF BULACAN TO BE KNOWN AS BARANGAY FRIENDSHIP VILLAGE RESOURCES OR BARANGAY FVR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99813
"AN ACT CREATING A BARANGAY IN THE CITY OF SAN FERNANDO, PROVINCE OF PAMPANGA, TO BE KNOWN AS BARANGAY PULUNG BULU",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99815
"AN ACT CONVERTING THE ZAMBOANGA DEL SUR SCHOOL OF ARTS AND TRADES IN BARANGAY KAWIT, PAGADIAN CITY, PROVINCE OF ZAMBANGA DEL SUR INTO A STATE COLLEGE TO BE KNOWN AS THE ZAMBOANGA DEL SUR POLYTECHNIC STATE COLLEGE AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99818
"AN ACT CONVERTING THE EXTENSION CAMPUS OF THE CEBU NORMAL UNIVERSITY IN THE MUNICIPALITY OF MEDELLIN, PROVINCE OF CEBU INTO A REGULAR CAMPUS AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99821
"AN ACT ESTABLISHING A COLLEGE OF MEDICINE IN THE SULTAN KUDARAT STATE UNIVERSITY IN THE CITY OF TACURONG, PROVINCE OF SULTAN KUDARAT, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99820
"AN ACT CONVERTING THE GUIMARAS STATE UNIVERSITY MOSQUEDA AND BATERNA EXTENSION CAMPUSES LOCATED IN THE MUNICIPALITIES OF JORDAN AND SAN LORENZO, RESPECTIVELY, BOTH IN THE PROVINCE OF GUIMARAS INTO REGULAR CAMPUSES AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99823
"AN ACT CONVERTING THE EXTENSION CAMPUS OF THE CEBU NORMAL UNIVERSITY IN THE MUNICIPALITY OF BALAMBAN, PROVINCE OF CEBU INTO A REGULAR CAMPUS AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99822
"AN ACT ENHANCING THE FISCAL REGIME FOR THE LARGE-SCALE METALLIC MINING INDUSTRY, AMENDING FOR THE PURPOSE SECTIONS 34(B), 287, AND THE SUBJECTS OF TITLE VI AND CHAPTER VII THEREOF, AND CREATING NEW SECTIONS 151-A, 151-B, 151-C, 151-D, AND 287-A, ALL UNDER REPUBLIC ACT NO. 8424, OTHERWISE KNOWN AS THE NATIONAL INTERNAL REVENUE CODE OF 1997, AS AMENDED, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99695
"AN ACT ESTABLISHING A NATIONAL HIGH SCHOOL IN BARANGAY DOOS DEL NORTE, MUNICIPALITY OF HINDANG, PROVINCE OF LEYTE TO BE KNOWN AS THE DOOS DEL NORTE NATIONAL HIGH SCHOOL AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99740
"AN ACT CONVERTING THE ALEGRIA ELEMENTARY SCHOOL IN BARANGAY ALEGRIA, MUNICIPALITY OF BARCELONA, PROVINCE OF SORSOGON, INTO AN INTEGRATED SCHOOL TO BE KNOWN AS THE ALEGRIA INTEGRATED SCHOOL, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99742
"AN ACT ESTABLISHING A NATIONAL SCIENCE HIGH SCHOOL IN THE MUNICIPALITY OF TANAY, PROVINCE OF RIZAL, TO BE KNOWN AS THE TANAY NATIONAL SCIENCE HIGH SCHOOL, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99744
"AN ACT CONVERTING THE PATAG ELEMENTARY SCHOOL IN BARANGAY PATAG, MUNICIPALITY OF IROSIN, PROVINCE OF SORSOGON INTO AN INTEGRATED SCHOOL TO BE KNOWN AS THE PATAG INTEGRATED SCHOOL, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99745
"AN ACT ESTABLISHING IN THE MUNICIPALITY OF SAN MIGUEL, PROVINCE OF ZAMBOANGA DEL DUR, A DISTRICT HOSPITAL TO BE KNOWN AS THE ZAMBOANGA DEL SUR SECOND DISTRICT HOSPITAL, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99748
